"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2017","3","B","M","E","2609006","Macaparana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2648422.63","25114","Total das Despesas Exceto Intra-Orçamentárias","2017-07-31T00:58:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2609006","Macaparana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1840657.13","25114","Total das Despesas Exceto Intra-Orçamentárias","2017-04-06T18:49:33Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2310209","Paracuru","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6589175.19","33665","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T23:12:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2310852","Pindoretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3425842.05","20430","Total das Despesas Exceto Intra-Orçamentárias","2017-07-31T12:28:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2313807","Uruburetama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2680644.28","20991","Total das Despesas Exceto Intra-Orçamentárias","2015-11-27T17:27:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2311801","Russas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","693290.66","75018","Total de Despesas Intraorçamentária","2017-01-30T23:25:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2600203","Afrânio","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","328441.13","19225","Total de Despesas Intraorçamentária","2018-11-30T20:31:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2600401","Água Preta","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2856976.31","35698","Total das Despesas Exceto Intra-Orçamentárias","2016-11-30T13:40:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2306256","Itaitinga","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4768678.99","38933","Total das Despesas Exceto Intra-Orçamentárias","2018-04-02T21:13:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2306405","Itapipoca","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","19359032.93","124950","Total das Despesas Exceto Intra-Orçamentárias","2016-07-29T19:17:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2615508","Tracunhaém","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","152296.7","13643","Total de Despesas Intraorçamentária","2017-05-24T14:36:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2302404","Boa Viagem","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5525762.52","53945","Total das Despesas Exceto Intra-Orçamentárias","2018-11-29T19:59:40Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2613800","São Vicente Ferrer","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2115653.96","17834","Total das Despesas Exceto Intra-Orçamentárias","2018-11-28T20:17:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2300150","Acarape","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13458.55","16418","Total de Despesas Intraorçamentária","2019-01-31T19:35:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2302305","Bela Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4430022.65","31956","Total das Despesas Exceto Intra-Orçamentárias","2016-03-02T20:31:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2603603","Camutanga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2182224.82","8472","Total das Despesas Exceto Intra-Orçamentárias","2018-01-31T14:04:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2302602","Camocim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9011674.94","62734","Total das Despesas Exceto Intra-Orçamentárias","2018-10-01T17:34:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2302909","Capistrano","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","129670.2","17573","Total de Despesas Intraorçamentária","2017-08-10T17:23:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2603926","Carnaubeira da Penha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","130693.65","12836","Total de Despesas Intraorçamentária","2019-03-29T10:49:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2307304","Juazeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1843325.4","268248","Total de Despesas Intraorçamentária","2017-09-30T22:17:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2307304","Juazeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1900828.93","268248","Total de Despesas Intraorçamentária","2018-05-30T11:24:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2309102","Mulungu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1382910.69","12892","Total das Despesas Exceto Intra-Orçamentárias","2019-06-03T17:47:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2612554","Santa Filomena","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","254133.66","14390","Total de Despesas Intraorçamentária","2019-07-30T17:06:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2600708","Aliança","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1581208.47","38261","Total de Despesas Intraorçamentária","2019-01-30T00:14:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2312403","São Gonçalo do Amarante","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10757863.04","48516","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T19:38:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2614600","Tabira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3209214.02","27958","Total das Despesas Exceto Intra-Orçamentárias","2017-01-30T21:18:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2608503","Lagoa de Itaenga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2041691.48","21244","Total das Despesas Exceto Intra-Orçamentárias","2015-03-30T17:30:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2306256","Itaitinga","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","284840.37","38933","Total de Despesas Intraorçamentária","2018-04-02T21:13:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2608404","Jurema","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1679021.97","15229","Total das Despesas Exceto Intra-Orçamentárias","2017-12-21T13:38:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2608255","Jucati","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","883499.62","11269","Total das Despesas Exceto Intra-Orçamentárias","2018-04-09T19:12:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2305506","Iguatu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7208804.89","103255","Total das Despesas Exceto Intra-Orçamentárias","2019-04-03T12:56:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2606408","Gravatá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9075985.81","82579","Total das Despesas Exceto Intra-Orçamentárias","2019-03-21T19:59:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2612208","Salgueiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","711539.91","60604","Total de Despesas Intraorçamentária","2020-03-31T14:26:43Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2307700","Maranguape","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13743417.95","127098","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T18:41:17Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2613206","São João","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","373544.93","22686","Total de Despesas Intraorçamentária","2019-09-24T17:44:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2310605","Penaforte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1839433.38","8888","Total das Despesas Exceto Intra-Orçamentárias","2017-04-11T13:54:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2604403","Chã de Alegria","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1762048.15","13105","Total das Despesas Exceto Intra-Orçamentárias","2015-11-26T16:29:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2602100","Bom Conselho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9686734.88","47991","Total das Despesas Exceto Intra-Orçamentárias","2018-03-28T19:57:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2602100","Bom Conselho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1068429.67","47991","Total de Despesas Intraorçamentária","2018-03-28T19:57:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2303956","Chorozinho","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","86518.6","19194","Total de Despesas Intraorçamentária","2018-09-13T14:29:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2604809","Cortês","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1240766.89","12581","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T11:53:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2610608","Paudalho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6797766.87","56074","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T11:53:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2608107","João Alfredo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","502577.21","33563","Total de Despesas Intraorçamentária","2020-04-09T01:31:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2613107","São Caitano","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5341362.84","36626","Total das Despesas Exceto Intra-Orçamentárias","2015-11-27T18:52:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2301109","Aracati","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","547916.35","73188","Total de Despesas Intraorçamentária","2018-07-30T18:44:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2607406","Itacuruba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","98336.73","4869","Total de Despesas Intraorçamentária","2019-09-26T21:09:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2302305","Bela Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4236994.47","32243","Total das Despesas Exceto Intra-Orçamentárias","2017-11-29T13:25:04Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2313252","Tarrafas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1171350.62","8875","Total das Despesas Exceto Intra-Orçamentárias","2017-05-09T01:30:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2310100","Palmácia","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1140872.28","12762","Total das Despesas Exceto Intra-Orçamentárias","2015-06-12T13:34:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2613909","Serra Talhada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7720408.01","84352","Total das Despesas Exceto Intra-Orçamentárias","2016-06-06T13:02:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2603801","Capoeiras","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2626201.06","19994","Total das Despesas Exceto Intra-Orçamentárias","2018-08-27T12:53:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2613305","São Joaquim do Monte","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3201181.08","21215","Total das Despesas Exceto Intra-Orçamentárias","2018-09-21T14:24:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2311702","Reriutaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2924299.03","18945","Total das Despesas Exceto Intra-Orçamentárias","2019-07-16T13:42:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2609154","Manari","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3359177.06","21085","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T18:45:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2313351","Tejuçuoca","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3602843.62","18709","Total das Despesas Exceto Intra-Orçamentárias","2018-02-02T17:11:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2612703","Santa Maria do Cambucá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2004301.77","13921","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T14:30:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2303659","Catunda","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2312762.32","10331","Total das Despesas Exceto Intra-Orçamentárias","2018-11-16T19:12:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2313302","Tauá","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1029519.4","58517","Total de Despesas Intraorçamentária","2019-11-29T14:58:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2611101","Petrolina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1896994.3","337683","Total de Despesas Intraorçamentária","2018-09-27T14:39:23Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2304269","Deputado Irapuan Pinheiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1565040.9","9585","Total das Despesas Exceto Intra-Orçamentárias","2019-07-30T11:35:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2610707","Paulista","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1777212.38","325590","Total de Despesas Intraorçamentária","2018-06-08T13:44:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2615201","Terra Nova","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1326526.46","10313","Total das Despesas Exceto Intra-Orçamentárias","2017-11-22T20:40:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2607653","Itambé","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","698468.19","36299","Total de Despesas Intraorçamentária","2018-01-26T19:46:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2608057","Jatobá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1698349.18","14740","Total das Despesas Exceto Intra-Orçamentárias","2019-09-24T17:13:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2607604","Ilha de Itamaracá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1379248.28","25836","Total das Despesas Exceto Intra-Orçamentárias","2019-04-28T21:23:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2600906","Amaraji","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3433370.12","22788","Total das Despesas Exceto Intra-Orçamentárias","2020-04-30T17:03:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2601706","Belo Jardim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11622644.52","75729","Total das Despesas Exceto Intra-Orçamentárias","2018-04-02T01:30:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2601706","Belo Jardim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9711351.12","76185","Total das Despesas Exceto Intra-Orçamentárias","2019-11-28T13:59:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2602803","Buíque","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7571498.72","57120","Total das Despesas Exceto Intra-Orçamentárias","2017-11-30T15:08:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2605400","Feira Nova","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2374861.02","21836","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T17:35:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2612000","Sairé","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1263722.6","10247","Total das Despesas Exceto Intra-Orçamentárias","2019-10-11T20:55:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2604106","Caruaru","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","19773074.86","351686","Total das Despesas Exceto Intra-Orçamentárias","2017-05-30T19:05:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2607208","Ipojuca","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","35008868.74","89660","Total das Despesas Exceto Intra-Orçamentárias","2016-03-30T23:57:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2306702","Jaguaretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2806436.44","17977","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T21:21:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2610806","Pedra","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2421616.56","22566","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T22:58:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2616001","Venturosa","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2307725.54","18298","Total das Despesas Exceto Intra-Orçamentárias","2019-05-29T20:02:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2305233","Horizonte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","787302.51","64673","Total de Despesas Intraorçamentária","2017-11-29T21:48:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2613008","São Bento do Una","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7055116.2","58251","Total das Despesas Exceto Intra-Orçamentárias","2019-10-11T19:19:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2313401","Tianguá","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11979368.03","75140","Total das Despesas Exceto Intra-Orçamentárias","2020-01-30T17:12:33Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2609709","Orobó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4122166.67","23833","Total das Despesas Exceto Intra-Orçamentárias","2019-07-23T11:35:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2616001","Venturosa","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","184538.85","18298","Total de Despesas Intraorçamentária","2019-05-29T20:02:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2307304","Juazeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","84370074.88","268248","Total das Despesas Exceto Intra-Orçamentárias","2017-12-01T01:29:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2602704","Buenos Aires","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","237128.56","13050","Total de Despesas Intraorçamentária","2018-11-29T16:49:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
